,用户名,用户id,帖子
0,hinzoekkk,2274490460?,"
                    #国人买iPhone14Pro需工作22天#封控不知道多少天，22天你给我发钱买？ ​                "
0,·熊猫小姐·,1844579242?,"
                    我与iPhone14原相机和解系列。 ​                "
0,小骂不骂人,5217652714?,"
                    准备去痘印下载点如何利用iPhone前置拍氛围感照片的视频打包发送给杰尼龟。感觉劝龟扔掉相机有点迫在眉睫了。 ​                "
0,李沛超,2419314855?,"
                    小米13标准版（白）和小米13 Pro（黑）渲染图曝光标准版被曝采用高屏占比直屏，Pro版本为双曲面屏，搭配直角边框设计，背部采用方形后摄，神似iPhone。超哥点评：小米13系列将搭载高通骁龙 8 Gen 2 处理器，预计会抢首发，所以最快可能是11月底发布。图源爆料大神 Onleaks ​                "
0,Aa三藏哥哥,6150414000?,"
                    #国人买iPhone14Pro需工作22天# 中国中底层一个月撑死我算他1万块钱 22天你怎么买啊？现在中国还有很多连5000工资都没有的。还22天 ​                "
0,究空复然,1424519195?,"
                    #国人买iPhone14Pro需工作22天#一定有几亿人被开除国籍了！ ​                "
0,大头君有点困,3744110544?,"
                    #国人买iPhone14Pro需工作22天#现在不会还有人看到用iPhone的是有钱人吧手机算个屁啊现在房子车子这才是硬通货啊给自己保障还有底气的一个破手机22天买到有什么用吗有本事22天买到房这些统计是真的好无聊啊 ​                "
0,DDDDDDDD宁,5672165122?,"
                    #国人买iPhone14Pro需工作22天#一个月工资不够买1t的，哦，连128g的也不够！记错了，连13都不够 ​                "
0,3o米,6203063598?,"
                    iPhone锁屏壁纸，原创设计！是否是你中意的呢？ ​                "
0,凤凰网科技,1856404484?,"
                    #富士康称尽快恢复郑州工厂全面生产#【#苹果称郑州富士康iPhone产量已大幅下降# 】苹果公司今天发表声明，更新了iPhone 14 Pro和iPhone 14 Pro Max目前的供应情况。苹果称，富士康郑州工厂目前的产能大幅降低，iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于预期。以下是声明全文：疫情暂时影响了 ​  展开全文c                "
0,王大大波哥,2198567291?,"
                    刷B站看到几个数码媒体在改造折叠屏手机，一个是把折叠屏手机外壳改透明树脂，一个是把iPhone塞进一个折叠机身里面，后者更酷极客感更足，现在都这么卷的话，我就更懒得更视频了 ​                "
0,椰丝啵啵鱼,5988108057?,"
                    #国人买iPhone14Pro需工作22天#热搜一天比一天弱智 ​                "
0,小纯洁yang7,7051222829?,"
                    Vlog | 面包脑袋实现贝果奶油自由 在校一人食 初秋日常穿搭 健身 烤鸭面炸酱面 在纽约最后一次剪头发拍摄：iPhone12+ 佳能G7x3剪辑：final cut pro &#xe627;小纯洁羊#日常##vlog##留学生# L小纯洁yang7的微博视频</a> ​                "
0,你妈假牙掉了,6864556677?,"
                    &#xe627;iPhone 出11 绿色 128g  全原 走pt ​                "
0,环球市场播报,1640337222?,"
                    【苹果跌1.71% 需求疲软 苹果将新款iPhone产量削减300万部】苹果预计今年iPhone 14手机的产量将比最初预期的至少减少300万部。知情人士表示，该公司及其供应商现在的生产目标是8700万台或更少，此前的目标是9000万台。减产的主因是对iPhone 14和14 Plus机型的需求疲软。O网页链接 下载APP搞 ​  展开全文c                "
0,IN218,3170680400?,"
                    #国人买iPhone14Pro需工作22天#2022年11月7日恩施市新冠肺炎疫情防控指挥部关于对部分区域实施封控管控的通告 LIN218的微博视频 2恩施·湖北恩施学院 ​                "
0,鹤然_开朗,1402893482?,"
                    #国人买iPhone14Pro需工作22天# 鹤然开朗--孩子融不进班集体，家长这样做 O鹤然开朗--孩子融不进班集体，家长这样做 ​                "
0,玩手机的阳Oba,6437397576?,"
                    #全国近八成地级及以上城市房价不过万#没事，中国人有钱，22天就可以买一部iPhone 14 Pro6亿人平均月收入不足1000，2亿灵活就业，月薪5K秒杀80%的人 ​                "
0,黑评VVV,6290642101?,"
                    一台手机8000元，普通人不吃不喝一个月估计买不起？白领阶层也得一个月的工资？不对啊，看看苹果手机在国内的销量，iPhone14系列还得等半个月甚至一个月左右才能发货呢，那这些买iPhone的究竟是什么人呢？#国人买iPhone14Pro需工作22天# ​                "
0,一格,3127526680?,"
                    iPhone 14 Pro 和 Pro Max 产能受影响，估计前几天的价格，就是最近最好的价格了 ​                "
0,樊振东意中人,5644325695?,"
                    &#xe627;iPhone14同志们 这咋回事呢？都这样吗第一次用 ​                "
0,数码科技评论,5944338389?,"
                    #苹果减产300万部新iPhone#库克：苹果滞销！快帮帮我们。因iPhone 14系列需求量降低，苹果紧急减产新iPhone，原本目标量是9000万台，目前已经减产了300万，主要原因就是iPhone 14和14 Plus的销量不达预期。今年14和14 Plus就不说了，一个和上代几乎没啥变化，另外一个就放大尺寸和电池，其他也没啥 ​  展开全文c                "
0,落日藏匿余晖-,5969958841?,"
                    &#xe627;iPhone 大家iOS16.1通知下啦毛玻璃有bug吗 12 ​                "
0,美学飞行员,1742285991?,"
                    📱🌍💘🧼🐈🌈🛋️*Give away*Haerin Wallpaper / for iPhone做了一些猫猫拼贴壁纸 祝大家食用愉快🫶🏻 ​                "
0,谁是真正MVP666,5661903548?,"
                    #国人买iPhone14Pro需工作22天##全国近八成地级及以上城市房价不过万#瞧瞧这是人写的标题么 ​                "
0,兔兔次萝卜嘛,5508388216?,"
                    #国人买iPhone14Pro需工作22天#不好意思，拖后腿了，不吃不喝也得好久好久，具体多久不说了，太丢脸了 ​                "
0,青年_wang,5710305690?,"
                    走在路上，走来一个像是大学生的人过来问话，（背着书包，提着几个购物袋，戴着眼镜，身高一米八的样子）拿着自己的iPhone问我操作的问题，问我这样 对不对 对不对 ，问完走了一分钟又跟过来问类似的问题。（很奇怪 大学生应该会用手机的吧？ 问的太多次，有点不耐烦便匆匆走开，主要是害怕发生点啥， ​  展开全文c                "
0,刹那数码,5143897135?,"
                    苹果最新公告：疫情暂时影响了主要负责iPhone 14 Pro和iPhone 14 Pro Max组装的郑州工厂。该工厂目前的产能大幅降低。正如我们在新冠肺炎大流行期间所做的那样，我们将供应链工人的健康和安全放在首位。我们继续看到对iPhone 14 Pro和iPhone 14 Pro Max机型的强劲需求。然而，我们现在预计iPhone 1 ​  展开全文c                "
0,厂长是关同学,6084203417?,"
                    #iPhone14Pro收货需要等待更长时间#咋滴？开始有降价趋势了，就开始限量供货了？前几天14Pro和ProMax促销价都降低了300-500了，这怎么一转眼还要延长供货了？现在第三方平台销售大把的新机，这是不是也是传说中饥饿营销手法？#数码资讯##科技快讯# ​                "
0,早报网,1654134123?,"
                    【中国防疫封控影响 苹果下调iPhone出货量展望】由于防疫封控措施暂时中断了中国河南省郑州一家组装工厂的生产，苹果公司预计iPhone 14 Pro和iPhone Pro Max的出货量将低于此前预期。O共和党领袖称将接受“公平透明”选举结果 ​                "
0,我是HYK,3309403941?,"
                    iPhone 14 Pro 和 iPhone 14 Pro Max 发售快两个月了，现在买还得等到 12 月才能到货，苹果今年虽然升级不大，但这销量是真的猛，在京东和天猫的手机销量榜上都是第一，双十一活动还有最后几天，这销量估计还能再涨一波。 ​                "
0,YIBO-拾壹,6981995866?,"
                    #国人买iPhone14Pro需工作22天#对不起 我拖后腿了 我需要工作四个月才够😦 ​                "
0,打卡事件,5336632903?,"
                    打卡事件抽奖打卡，送iPhone14 Plus手机！转发+关注@一枚搞机的原子弹11月28日通过@微博抽奖平台 抽送一台iPhone14 Plus手机，红色128G版本！祝大家好运哦 ​ <a href=""http://t.cn/A6oWexuS""  target=""_blank""><i class=""wbicon"">O</i>抽奖详情</a> ​                "
0,十二次月,7307511786?,"
                    1⃣️这锐化别说你还真别说2⃣️阿瑟这张已成为我的聊天背景图3⃣️洋芋饭好好吃 白菜难吃死4⃣️小熊卷饼加鸡柳好吃好吃5⃣️本学期第1次 还剩29次6⃣️我爱老婆 老婆最好7⃣️iPhone就拍不出好看的月亮我说8⃣️手滑点成热的了 窝趣好难喝9 ​  <a href=""//weibo.com/7307511786/MdYoPvQWF?refer_flag=1001030103_"" action-type=""fl_unfold"" target=""_blank"">展开全文<i class=""wbicon"">c</i></a>                "
0,小p的杂乱无章,6553428095?,"
                    一些最近📷上班受气下班收快递 我的例假虽然迟但到 需要暖宝宝续命 家里换了新的路由器 本iPhone联通用户终于可以正常用Wi-Fi了 不用为那破信号流量去忧愁休息日最舒服的时间就是早上起来吃那热腾腾的肠粉了吃了两次达美乐 为五斗米折腰删掉了差评哈哈（第一次真的好难吃 商家补送的）做完核酸 ​  展开全文c                "
0,厦禾路股添乐,5066260790?,"
                    #国人买iPhone14Pro需工作22天# 你们呢？会不会被平均了~！ ​                "
0,流云飞舞8888,1276008657?,"
                    #国人买iPhone14Pro需工作22天#这说的是双休的工作嘛，7999➗22 = 363元，日工资这么多啊！是谁拖后腿了？ ​                "
0,数码酱-,2647509761?,"
                    #国人买iPhone14Pro需工作22天# 需要工作两个月才能买的怎么办？ ​                "
0,勤奋哥,5876442350?,"
                    #郑州疫情#最大的雷，不是多少人无法上班、多少路边店铺倒闭、多少小微企业破产……而在——#郑州富士康#。根据媒体报道，由于疫情导致的郑州员工大面积擅自离开，短短几天，郑州富士康工厂的苹果手机产能明显下滑，苹果官网的原话是“大幅降低”，以至于iPhone14系列手机都无法按时交货了。有人问， ​  展开全文c                "
0,爱丽丝RUN,1730094672?,"
                    三代iPhone我买的都是新配色，这是不是说明人真的很难破除喜新厌旧的魔咒呢？iPhone 12绿，iPhone 13 Pro蓝，iPhone 14 Pro紫。哪个最好看？我咋还是觉得绿色最好看呢？ ​                "
0,厂长是关同学,6084203417?,"
                    #iPhone14中美之外全球涨价#中国区没涨价还破发了，我记得以前苹果在我们这卖的最贵，现在是可能大家真的有点厌倦了苹果挤牙膏，没有新意的情况下就会有很多人失去欲望吧？最近苹果14系列全系因为双十一都开始降价了，但是好像也没有想象中卖的好了，至于国外其他国家涨价，这个最大的原因是国外竞 ​  展开全文c                "
0,Chills牙牙,6560668913?,"
                    抽送十位小伙伴送同款丸匠手机贴膜，点赞就行，任意型号，但是没有安卓系列的。抽到也可以送朋友。O抽奖详情跟丸匠老板认识很多年了，之前一直玩威锋认识的，老板是位重度强迫症患者，最开始iPhone X时买了几十种贴膜都不满意，然后自己萌生了做贴膜的想法，一转眼都已经做了很多年了。他 ​  展开全文c                "
0,谊许吧__,3254674253?,"
                    突如其来变动开心🥳，不知道这步要走多久才到下一步&#xe627;iPhone14 ​                "
0,一颗西西弥,6716634306?,"
                    谢谢谢谢谢谢谢谢谢谢谢🙏#iPhone故障# ​                "
0,骑萤火虫旅行,1787467253?,"
                    就想涨点粉转并关注抽两位iPhone 14promax全程无过滤 @微博抽奖平台http://t.cn/A6ondVwM ​                "
0,枫壁纸,7466779708?,"
                    车&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,油菜Hui,2017595255?,"
                    #国人买iPhone14Pro需工作22天#天天统计这些平均有屁用？怎么不统计统计老百姓人均能买得起几套房呢？还22天买得起.....反正大家都达不到你不如说两小时 ​                "
0,迷蜂科技,6276138171?,"
                    #国人买iPhone14Pro需工作22天#差不多一个月没上班了，都忘记我也是有工作的。。。 ​                "
0,爱未星球,5388050071?,"
                    目前已知欠大家的一些“大饼”状况（公司全员都在玩命制作中…真的）适用于小米12SU的首款「摄影师」系列进度条99%适用于小米12SU的T镀全透镜头膜进度条96%适用于Apple Watch Ultra的T镀手表膜进度条95%适用于华为Mate50Pro的「护甲磁吸壳」进度条95%适用于iPhone13Pro系列及14/1 ​  展开全文c                "
0,蓝朋友TV-,7218512501?,"
                    手把手教你用iPhone录制虚拟头像视频 #数码测评## Memoji L蓝朋友TV-的微博视频 ​                "
0,小明TTgh,7420317857?,"
                    &#xe627;普洱学院 分享一下今晚的月亮🌙#立冬#&#xe627;摄影#iphone原相机# ​                "
0,李可Sparrow,7686691722?,"
                    #国人买iPhone14Pro需工作22天#你说的是安卓版iphone 14 pro嘛？8000块的手机工作22天，也就是一天工资400块？是不是说买苹果手机朋友人均工资一个月8k 块啊这新闻有点瞎啊 ​                "
0,浩子老师,5568244116?,"
                    #国人买iPhone14Pro需工作22天# 我给我领导看了，他说这是假消息，正常人应该工作两个月才能买得到。 ​                "
0,韩兔爷,5663133624?,"
                    比亚迪海豹10月销量11267辆，环比增长50.8%。苹果盘前跌1.17%，需求疲软，苹果将新款iPhone产量削减300万部。 ​                "
0,小乙MAX,6286946957?,"
                    OnLeaks制作了13和13 Pro的渲染图，怎么样？小屏直屏，对小屏来说，直屏确实是一个好选择，因为同样尺寸能够提供更多的显示和操作空间。6.7寸的iPhone14 Pro Max和6.7寸曲面屏安卓机，就感觉明显不一样。 ​                "
0,IT之家,1826017320?,"
                    【苹果 iPhone 14 供应商玉晶光 10 月营收 23.14 亿新台币，同比增长 17.7%】据报道，苹果 iPhone 14 供应链厂商玉晶光今日发布公告称，公司 2022 年 10 月营收 23.14 亿新台币，同比增长 17.7%，环比减少 15.3%，为今年第三高，并创下历年同期新高。详情点击：O苹果 iPhone 14 供应商玉晶光 10 月营收 23.14 亿新台币，同比增长 17.7% ​                "
0,吃个大馕,7795295930?,"
                    #国人买iPhone14Pro需工作22天#我感觉我需220天攒的钱都不一定够 ​                "
0,·不可思议的小胖墩儿,6313638075?,"
                    iphone6sp—iPhoneX总有人问，你咋还不换手机？你什么时候换手机？我真想说关你啥事啊？6用了快6年，依然流畅，换个电板当主力机完全不是问题，手感也是嘎嘎棒！X用了三年多，也觉得再战两年不是问题搞不懂为什么有人老会觉得你不换手机怎么怎么样，真有点莫名其妙了总之我 ​  展开全文c                "
0,Freap,5645366399?,"
                    #国人买iPhone14Pro需工作22天#这岂不是轻易暴露了家底 ​                "
0,天津股侠,1896820725?,"
                    #国人买iPhone14Pro需工作22天#我要想买只需要1分钟！ ​                "
0,无印壁纸君,7251001816?,"
                    苹果iPhone XS默认壁纸 创意 个性 泡泡 内置 圆环#iphone6s# ​                "
0,LVsimida,1867778292?,"
                    图1-3: 非常业余的cow girl图4-6: 在墨尔本最高的楼，iPhone14p拍照真的很像把人给p上去了图7-11: 一些生日的动态臭美图本人可以说是非常懒了plog的字都不愿打在photo里 ​                "
0,谷桓宁,2334479323?,"
                    iPhone 15 Ultra好像很diao的样子 ​                "
0,77icky,3916794598?,"
                    📱iphone2007 ​                "
0,东北资深打工仔,5214009008?,"
                    #国人买iPhone14Pro需工作22天#配套的东西都到了手机还没发 ​                "
0,刚刚我发现,7674640608?,"
                    我发现，#国人买iPhone14Pro需工作22天#，希望我不会醒 ​                "
0,少荣科技君,6163871963?,"
                    各大品牌后置模组PK大赛，参赛名单～HUAWEI Mate 50 Pro、荣耀Magic 4 Pro、vivo X80 Pro、小米12S Ultra、iPhone 14 Pro、三星S22 Ultra、OPPO Find X5 Pro和一加10 Pro赶脚vivo的比较特别，大家觉得呢？ ​                "
0,凛汉,5780881685?,"
                    #国人买iPhone14Pro需工作22天#22天8000？ ​                "
0,BabyG·邓紫棋同款博,6937869504?,"
                    &#xe627;邓紫棋 2022.11.07 | 长沙接机 | @GEM鄧紫棋 iPhone 14 Pro：@Apple支持 Hoodie：@STARTER ​                "
0,橙子哈Linda,6721266702?,"
                    #国人买iPhone14Pro需工作22天#就我👩工资来讲 一个月不吃不喝不还贷款 也要一个半月多。。。。 ​                "
0,JNL秘密花园,3608607192?,"
                    &#xe627;电视剧点燃我温暖你姐妹们快看！！！阿瑟的手机改成李峋的iphone啦真的是售后到位！！！ ​                "
0,一枚搞机的原子弹,1974514450?,"
                    #苹果减产300万部新iPhone# 据彭博社报道，苹果预计今年iPhone 14产量将比最初预期减少300万部，主要原因是iPhone 14和14 Plus的需求疲软。我之前预测没错吧，14和14 Plus真的是诚意不足！ ​                "
0,盏茶书香,7453101458?,"
                    #苹果减产300万部新iPhone#以后想买可买不到了，嘿嘿嘿嘿嘿嘿 ​                "
0,sunniton,1904634630?,"
                    苹果的设计细节真让人惊讶！iPhone 12 的边框弧度贴近 Apple Watch 的表带时，你会发发现无比和谐严丝合缝地贴合在一起了产品细节值得推敲的，还得是苹果~#拯救购机困难症##数码好物种草计划# Lsunniton的微博视频 ​                "
0,老爆科技,1210347234?,"
                    先画个饼，iPhone14ProMax tpu波纹，不知道啥时候能做好 ​                "
0,TD数码老师,2852798595?,"
                    先别急，产能受影响，但不至于溢价太狠，屯货属实没必要！而且苹果自由安排。 LTD数码老师的微博视频 ​                "
0,数码小浩1,7426300350?,"
                    「双11手机推荐」如果预算在3K左右，推荐三款销量和口碑俱佳的手机，分别是红米K50至尊版、IQOO Neo7以及小米12Pro天玑版，各有亮点，价格调整之后，性价比都非常不错，这三款手机都是直接闭眼入，很值得考虑。#双11星选好物#&#xe627;红米&#xe627;iqoo L数码小浩1的微博视频 ​                "
0,BOYPPANDA,7318930629?,"
                    服了你个by&#xe627;iPhone 2海口·東方天澜滙 LBOYPPANDA的微博视频 ​                "
0,四元团子,5714484716?,"
                    #国人买iPhone14Pro需工作22天#真是谢谢了大概要工作53天不吃不喝的那种我用的我的存款买的 ​                "
0,是博埃肖河呀,6023349374?,"
                    &#xe627;iphone13 大家的手机冲到100%之后闪电图标会消失吗，我的充满发现闪电图标没有了耶，下图是插着电的截图 ​                "
0,让我看看哪个马超愿意嫁给我,6455107864?,"
                    #国人买iPhone14Pro需工作22天#办两个通行证不就有了 ​                "
0,jiooyy,7616730926?,"
                    #iphone14 pro max# 为嘛实况和原图的色差这么大啊理解不了！ ​                "
0,高清iPhone壁纸图片站,2591384622?,"
                    &#xe627;iPhone壁纸 苹果iPhone手机壁纸-绿色树叶 ​                "
0,数码小师妹,5757906618?,"
                    分享几个我用过的非常好看的iphone手机壳 ​                "
0,指尖左右,7439044366?,"
                    #苹果减产300万部新iPhone# 这是什么信号？ ​                "
0,Chills牙牙,6560668913?,"
                    iCloud Beta Wallpaper ☁️twi.Basic&#xe627;iPhone壁纸#手机壁纸# ​                "
0,睡睡睡睡觉了so,3477825772?,"
                    #国人买iPhone14Pro需工作22天#我需要220天 ​                "
0,小强严选华强北淘靓机,7752400232?,"
                    分享视频 2深圳·飞扬时代大厦 L小强严选华强北淘靓机的微博视频 ​                "
0,齐天大圣猪兔子,3869151011?,"
                    吃了饺子🥟（新疆炒米粉旁边就是喝了奶茶🥤（芋圆噎的我不吃晚饭了头疼（居家也有周一综合症肚子疼（预告了一周的大姨妈可终于来了月亮好圆（辣鸡iphone的渣相机等了一晚上也没通知到底封不封自由与稳定不可兼得人生多艰 ​                "
0,春风和冬雨,3852985471?,"
                    &#xe627;iPhone14 终于终于发货 ​                "
0,星河Shinho,1577665611?,"
                    #国人买iPhone14Pro需工作22天# 是不是把日薪208万的和日薪208块的一起平均了呀。 ​                "
0,翟菜花,5178431810?,"
                    返乡的员工会为了那点补贴重新返厂么？ #苹果发布郑州富士康工厂声明##iPhone14Pro收货需要等待更长时间# L翟菜花的微博视频 ​                "
0,Ark咔嚓一下,1789651114?,"
                    将潮流小立边进行到底的节奏，你还别说，小米13这样子确实要精致多了，虽然iPhone设计一成不变，但果子在工业设计方面确实有独到之处 ​                "
0,白雪王子a,6610610639?,"
                    &#xe627;iphone13 618入的，到现在97%我真的会谢😱😱😱😱 ​                "
0,科技马各,6036510456?,"
                    iPhone 14 Pro Max正在给手机充电，已经充半天充到70%了，提示接口有液体，继续充会损害手机，应该是误报，难道充着充着充出水来了。你们有遇到过吗？ ​                "
0,SCJY-,5033637407?,"
                    #iphone14pro灵动岛# vx视频消消乐是吧 LSCJY-的微博视频 ​                "
0,机海风云,2435407712?,"
                    看这尺寸，这应该是iPhone 14 Plus吧？ ​                "
0,凉风一吹十三里,3828018972?,"
                    &#xe627;iPhone14Pro 你下来啊 L凉风一吹十三里的微博视频 ​                "
0,困困爱睡觉-,7566607661?,"
                    立冬快乐十一月依旧在学校封控着  感觉自己和外面的世界隔离开  日子一天又一天平淡地流逝  iPhone手机上的日历也向来不提醒节假日 慢慢地 都忘记有啥节日了  直到家人的红包提醒了我  这种被家人惦记的关心往往最戳中内心的柔软处   突然间很想回家。家人的红包 朋友的祝福 还有男朋友请的奶茶   不 ​  展开全文c                "
0,互联网孤狼,5601699391?,"
                    &#xe627;iPhone 手持11用了三年了，想换14plus，还是说等15呀之前本来考虑14pro的，但是看了很多测评突然就心灰了，续航太差了，麻烦大家给个建议呀 ​                "
0,长安数码君,1769228100?,"
                    官网买的苹果iPhone14 Pro手机不识别电信卡，然后很多网友都表示：电子产品哪有不出问题的，退换货不就行了    这要是换成荣耀小米OPPOvivo直接评论过w，换成华为直接10w+ ​                "
0,柴门闻猫喵,7622024777?,"
                    #国人买iPhone14Pro需工作22天#哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈22天八千块，也就是说扣除社保、个税和五险一金之前，工资是一万一到一万二的样子。我国北上广深月收过万的比例才20%。大学生就业率60%都不到，已就业者大部分月薪三千的样子，小地方完税之后可能才两千出头。这tag真的是太幽默了。画饼和 ​  展开全文c                "
0,Shirleyyyy_meme我,2248723884?,"
                    iphone好会啊，我的2019年！！！ LShirleyyyy_meme我的微博视频 ​                "
0,科技怪杰,5140552811?,"
                    #iPhone14Pro收货需要等待更长时间#原因大家应该都很清楚了，接下来大概率我觉得会加价，毕竟大杯超大杯属于热门机型，至今依然供不应求，总而言之现在这个情况，等降价一时半会应该是不可能了，所以你打算等等呢，还是再等等呢？ ​                "
0,熬夜有一点秃,1779320265?,"
                    #国人买iPhone14Pro需工作22天#笑死，应该是22×24=528个小时吧，一小时15块吧 ​                "
0,老周的投资日记,1690898540?,"
                    #国人买iPhone14Pro需工作22天#工资已经这么高了？对不起，我又拖后腿了。都怪股市，我每次想去上班，它就涨，我每次要解套赚钱，吃香喝辣，它就跌。搞的我经济一直拖累大伙。 ​                "
0,FiNE·壁纸,5635099280?,"
                    抽象&#xe627;iphone锁屏壁纸 ​                "
0,有个梨UGlee,1655747731?,"
                    如果把上藤校比作买了iPhone，上Coursera就是买了小米，上b站买盗版打包Coursera属于用红米了这是 ​                "
0,木头木木的那些小事,1778782383?,"
                    花未全开月未圆……📷：iPhone13 Pro Max🕹：度假区手抖，拍了半天才拍好 2昆明·海洪湿地公园 ​                "
0,搞机博士,7365740076?,"
                    #国人买iPhone14Pro需工作22天# 日入364，今天，你被开除国籍了么 ​                "
0,香港胡迪Woody,3982425411?,"
                    #国人买iPhone14Pro需工作22天# 淨手機已經好貴了，大家轉用國產品牌吧！ L香港胡迪Woody的微博视频 ​                "
0,徐徐妞妞,5670836981?,"
                    &#xe627;iphone13终于发货了，可为什么是EMS，感觉太慢了 ​                "
0,Oneline科技,5714719345?,"
                    最终还是下定决心买了256G iPhone14Plus，我的iPhoneXR用了三年多，虽说没啥毛病，但是由于一直更新系统，导致现在手机非常卡顿，刷头条都严重发热，心想着赶紧换一部手机，看iPhone 14 Plus价格还不错就下单了。有人问我为什么不买Pro？首先这高像素是真的用不到，而且灵动岛现在也没有适配，120Hz高 ​  展开全文c                "
0,下头女孩没有下巴,6456053986?,"
                    &#xe627;iPhone 目前用的13，觉得拍照不咋好看，买14pro的话多久才能最便宜呀 ​                "
0,刃影的狗,7757153465?,"
                    #iphone14 pro max#为什么我的手机总是发烫啊？续航感觉2，3分钟就掉1%的电。我感觉我买的是假手机😅是因为我玩手机只开最高亮度的原因吗？ ​                "
0,_塔塔小咪,7574608307?,"
                    #30MysDays#问题答案day4:最喜欢的联动答案:前几都是with刘雪梅和with sho的疯狂兔子人day5:最喜欢的推文答案:第一名 谁tm洗米啊？第二名 音推第三名 展示自己的iphone（结果里面全是阿本，为了给后辈出道造势的努力前辈） ​                "
0,牛丸科技,2002020501?,"
                    #国人买iPhone14Pro需工作22天# Picoid是哪家机构？怎么做的调查？iPhone14 Pro 最低内存128GB也要7999元，有多少人能够22天赚到8000元哦，我是被平均的那个！哈哈哈哈，果然iPhone 14和14 Plus没有市场竞争力，因为市场需求量降低，#苹果减产300万部新iPhone#。那我们都忍一忍观望下吧，让库 ​  展开全文c                "
0,清澈里-7,6562151890?,"
                    &#xe627;iPhone14铁铁们 这算快的吧 ​                "
0,THOM82,2609563751?,"
                    为什么手机会这样#iphone##iphone14# LTHOM82的微博视频 ​                "
0,小卢网络科技,7721656066?,"
                    苹果微信如何实现双开#苹果微信多开#&#xe627;iPhone L小卢网络科技的微博视频 ​                "
0,叫兽科技说,7160113212?,"
                    #国人买iPhone14Pro需工作22天#大家都这么有钱嘛！！又被平均了，iPhone14 Pro最低配就是7999，22天的工资就能达到7999？恐怕大多数人一个月都不能吧。和平均值相比，还是中位数更靠谱一些。 ​                "
0,叶梓,1627605792?,"
                    Shot on #iphone# ​                "
0,鹏鹏saybyebye,2645290834?,"
                    #国人买iPhone14Pro需工作22天#有效工作日大概十几天吧，就可以买到。 ​                "
0,财新网,1663937380?,"
                    【郑州疫情影响苹果iPhone出货 #富士康“花式”留人冲产能#】疫情波及河南郑州富士康，苹果iPhone产能受影响。美国时间11月6日，苹果（NASDAQ: AAPL）发布声明称，受疫情限制影响，目前郑州富士康产能大幅降低。市场对iPhone 14 Pro和Pro Max的需求持续强劲，但上述两款机型出货量将低于预期，顾客需要 ​  展开全文c                "
0,只是喜欢小花罢了丶,7086445360?,"
                    &#xe627;iPhone14Pro 恭喜我们 喜提倒数第二 ​                "
0,Tonystash,2170323042?,"
                    它真是好漂亮，也是真的香#iphone se# ​                "
0,枫壁纸,7466779708?,"
                    黑色简约&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,-听不懂乖乖,7683290494?,"
                    &#xe627;二手iphone收8p，x或xr任一，预算1k5内 ​                "
0,枫壁纸,7466779708?,"
                    清新插画&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,怡宝又困了,5306596359?,"
                    &#xe627;iPhone14 新手机的第一张推荐照片是我的网络儿子 ​                "
0,O科技,5803335909?,"
                    #国人买iPhone14Pro需工作22天#怎么又有人做这种无聊的话题内容，买不买某款产品全看人的自由，很明显就是为了凸显国人赚的少……苹果产品确实贵，大家根据自己实际情况选购就行了，完全没必要花费一两个月工资买一件数码产品。量力而行，身边不少人一个月工资也就四五千块钱，起售价7999元的手机真 ​  展开全文c                "
0,烦恼离我远亿点,7477499901?,"
                    #国人买iPhone14Pro需工作22天#这是领导可不是我们穷苦百姓 ​                "
0,Oneline科技,5714719345?,"
                    中国人需要22天，可以买一台iPhone14Pro，韩国人需要10.5天，美国人需要5.7天，瑞士人工作4.6天，印度人需要64.9天，土耳其人需要146.7天。这项数据来自国外机构根据不同国家iPhone首发价格平均收入调研后得到的数据。中国人工作22天购买一台，iPhone 14 Pro已经属于中等偏下水平较发达国家还是有不 ​  展开全文c                "
0,中国经营报,1650111241?,"
                    #iPhone14Pro收货需要等待更长时间# 【#苹果对郑州富士康发表声明# ：工人的健康和安全最重要】富士康郑州工厂目前产能大幅降低，苹果摊牌了，会将供应链工人的健康和安全放在首位，因此iPhone 14ro和iPhone 14 Pro Max的出货量将低于预期。很多网友就说，苹果突然良心发现了？大拿个人觉得，咱应该理 ​  展开全文c                "
0,瓦特Watt,6633844596?,"
                    #国人买iPhone14Pro需工作22天# 绝大部分按月领工资的人，一般是按照每个月工作大约22天计算的。iPhone 14 Pro的128GB版本售价7999元。工作22天就能买到，意味着人均月工资7999元？？那英老师都看不下去⬇️⬇️ L瓦特Watt的微博视频 ​                "
0,笨笨搞机,5132930861?,"
                    #国人买iPhone14Pro需工作22天#不是，你们都这么能挣钱的吗，工作22天就能买一部iPhone 14 Pro，128GB版7999元，我是不是又拖你们的后腿了？ ​                "
